,_id,lat,lng,name,oficina_principal,totalOffices
420,5d231e0ae0aeedf6e06cbd69,40.765283,-73.982007,Vroengard Academy,"{'type': 'Point', 'coordinates': [-73.982007, 40.765283]}",1.0
421,5d231e0ae0aeedf6e06cbc6b,40.758006,-73.96224,FriendsTribe,"{'type': 'Point', 'coordinates': [-73.96224, 40.758006]}",1.0
422,5d231e0ae0aeedf6e06cb3a3,40.762673,-73.969296,SimulScribe,"{'type': 'Point', 'coordinates': [-73.969296, 40.762673]}",1.0
423,5d231e0ae0aeedf6e06cb47e,40.715145,-74.005897,Convos,"{'type': 'Point', 'coordinates': [-74.005897, 40.715145]}",1.0
424,5d231e0ae0aeedf6e06cd744,40.715145,-74.005897,Solidea,"{'type': 'Point', 'coordinates': [-74.005897, 40.715145]}",1.0
425,5d231e0ae0aeedf6e06cb887,40.766332,-73.981828,South Park Studios,"{'type': 'Point', 'coordinates': [-73.981828, 40.766332]}",1.0
426,5d231e0ae0aeedf6e06cd5e5,40.7197125,-73.9607545,whistleBox,"{'type': 'Point', 'coordinates': [-73.9607545, 40.7197125]}",1.0
427,5d231e0ae0aeedf6e06cd408,40.7642348,-73.971697,Hello Travel,"{'type': 'Point', 'coordinates': [-73.971697, 40.7642348]}",1.0
428,5d231e0ae0aeedf6e06cba20,40.716884,-74.010355,Zenbe,"{'type': 'Point', 'coordinates': [-74.010355, 40.716884]}",1.0
429,5d231e0ae0aeedf6e06cd5c8,40.7143528,-74.0059731,Backbase,"{'type': 'Point', 'coordinates': [-74.0059731, 40.7143528]}",2.0
430,5d231e0ae0aeedf6e06cbae8,40.7143528,-74.0059731,Beam It Up Scotty,"{'type': 'Point', 'coordinates': [-74.0059731, 40.7143528]}",1.0
431,5d231e0ae0aeedf6e06cbed6,40.762975,-73.9674,NOLOH,"{'type': 'Point', 'coordinates': [-73.9674, 40.762975]}",1.0
432,5d231e0ae0aeedf6e06cd525,40.767418,-73.987951,Vital Juice,"{'type': 'Point', 'coordinates': [-73.987951, 40.767418]}",1.0
433,5d231e0ae0aeedf6e06cc863,40.764481,-73.970266,The Company Database,"{'type': 'Point', 'coordinates': [-73.970266, 40.764481]}",1.0
434,5d231e0ae0aeedf6e06cbd54,40.714521,-74.007072,Strateer,"{'type': 'Point', 'coordinates': [-74.007072, 40.714521]}",1.0
435,5d231e0ae0aeedf6e06cd5e1,40.7143,-74.0067,Tigerbow,"{'type': 'Point', 'coordinates': [-74.0067, 40.7143]}",1.0
436,5d231e0ae0aeedf6e06cbefb,40.720764,-73.957968,VBS TV,"{'type': 'Point', 'coordinates': [-73.957968, 40.720764]}",1.0
437,5d231e0ae0aeedf6e06cdfde,40.712949,-74.003616,NYC Media Group,"{'type': 'Point', 'coordinates': [-74.003616, 40.712949]}",1.0
438,5d231e0ae0aeedf6e06ccbbf,40.7185306,-73.9603077,Please Fix the iPhone,"{'type': 'Point', 'coordinates': [-73.9603077, 40.7185306]}",1.0
439,5d231e0ae0aeedf6e06cc203,40.76769,-73.982558,Zagat,"{'type': 'Point', 'coordinates': [-73.982558, 40.76769]}",1.0
440,5d231e0ae0aeedf6e06cdc90,40.7679235,-73.9836019,Cowrite,"{'type': 'Point', 'coordinates': [-73.9836019, 40.7679235]}",1.0
441,5d231e0ae0aeedf6e06cb6b7,40.7150928,-74.0101816,JobThread,"{'type': 'Point', 'coordinates': [-74.0101816, 40.7150928]}",1.0
442,5d231e0ae0aeedf6e06cce62,40.7277189,-73.9508211,Refinery29,"{'type': 'Point', 'coordinates': [-73.9508211, 40.7277189]}",1.0
443,5d231e0ae0aeedf6e06cd2d0,40.763498,-73.9639021,MBV,"{'type': 'Point', 'coordinates': [-73.9639021, 40.763498]}",1.0
444,5d231e0ae0aeedf6e06cd064,40.769375,-73.982635,Hanger Network In-Home Media,"{'type': 'Point', 'coordinates': [-73.982635, 40.769375]}",1.0
445,5d231e0ae0aeedf6e06cdb93,40.7124151,-74.007767,Control Group,"{'type': 'Point', 'coordinates': [-74.007767, 40.7124151]}",1.0
446,5d231e0ae0aeedf6e06cde53,40.712985,-74.0093453,Moody's,"{'type': 'Point', 'coordinates': [-74.0093453, 40.712985]}",2.0
447,5d231e0ae0aeedf6e06cd565,40.7166829,-74.0163992,MediaMall Technologies,"{'type': 'Point', 'coordinates': [-74.0163992, 40.7166829]}",1.0
448,5d231e0ae0aeedf6e06cb5b0,40.711982,-74.008622,Mochila,"{'type': 'Point', 'coordinates': [-74.008622, 40.711982]}",1.0
449,5d231e0ae0aeedf6e06cd079,40.7703479,-73.9914834,Why Hasn't He?,"{'type': 'Point', 'coordinates': [-73.9914834, 40.7703479]}",1.0
450,5d231e0ae0aeedf6e06ce242,40.770437,-73.990426,WiNetworks,"{'type': 'Point', 'coordinates': [-73.990426, 40.770437]}",1.0
451,5d231e0ae0aeedf6e06cc4f2,40.719436,-73.954391,Propertyshark,"{'type': 'Point', 'coordinates': [-73.954391, 40.719436]}",1.0
452,5d231e0ae0aeedf6e06cc75e,40.719436,-73.954391,Propertyshark,"{'type': 'Point', 'coordinates': [-73.954391, 40.719436]}",1.0
453,5d231e0ae0aeedf6e06cdc82,40.736222,-74.02977,Eglue Business Technologies,"{'type': 'Point', 'coordinates': [-74.02977, 40.736222]}",2.0
454,5d231e0ae0aeedf6e06ccbb2,40.707268,-74.001724,Cookstr,"{'type': 'Point', 'coordinates': [-74.001724, 40.707268]}",1.0
455,5d231e0ae0aeedf6e06cb16c,40.707921,-74.004792,Tutor,"{'type': 'Point', 'coordinates': [-74.004792, 40.707921]}",1.0
456,5d231e0ae0aeedf6e06cb0fa,40.71014,-74.010808,ContextWeb,"{'type': 'Point', 'coordinates': [-74.010808, 40.71014]}",1.0
457,5d231e0ae0aeedf6e06cdfe6,40.714279,-73.9565551,Disrupto,"{'type': 'Point', 'coordinates': [-73.9565551, 40.714279]}",1.0
458,5d231e0ae0aeedf6e06cc073,40.727434,-73.9447994,GEN247,"{'type': 'Point', 'coordinates': [-73.9447994, 40.727434]}",1.0
459,5d231e0ae0aeedf6e06cc576,40.7075492,-74.0055997,Vichara Technologies,"{'type': 'Point', 'coordinates': [-74.0055997, 40.7075492]}",1.0
460,5d231e0ae0aeedf6e06cc7e2,40.7075492,-74.0055997,Vichara Technologies,"{'type': 'Point', 'coordinates': [-74.0055997, 40.7075492]}",1.0
461,5d231e0ae0aeedf6e06cbd1f,40.704382,-73.986572,TuneCore,"{'type': 'Point', 'coordinates': [-73.986572, 40.704382]}",1.0
462,5d231e0ae0aeedf6e06cc8c2,40.704382,-73.986572,YourLocal,"{'type': 'Point', 'coordinates': [-73.986572, 40.704382]}",1.0
463,5d231e0ae0aeedf6e06cc46d,40.707729,-74.007801,TradeCard,"{'type': 'Point', 'coordinates': [-74.007801, 40.707729]}",1.0
464,5d231e0ae0aeedf6e06cc6d8,40.707729,-74.007801,TradeCard,"{'type': 'Point', 'coordinates': [-74.007801, 40.707729]}",1.0
465,5d231e0ae0aeedf6e06cce02,40.77353,-73.980533,ABC News Online,"{'type': 'Point', 'coordinates': [-73.980533, 40.77353]}",1.0
466,5d231e0ae0aeedf6e06cb469,40.707253,-74.007413,Metromole,"{'type': 'Point', 'coordinates': [-74.007413, 40.707253]}",1.0
467,5d231e0ae0aeedf6e06cc3f9,40.7032884,-73.9878525,Pond5,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}",2.0
468,5d231e0ae0aeedf6e06cc664,40.7032884,-73.9878525,Pond5,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}",2.0
469,5d231e0ae0aeedf6e06cddce,40.707954,-74.011114,Vaultive,"{'type': 'Point', 'coordinates': [-74.011114, 40.707954]}",1.0
470,5d231e0ae0aeedf6e06cb2d4,40.707645,-74.010816,TheStreet,"{'type': 'Point', 'coordinates': [-74.010816, 40.707645]}",1.0
471,5d231e0ae0aeedf6e06cd1e7,40.7370784,-74.0348315,IAmInTown,"{'type': 'Point', 'coordinates': [-74.0348315, 40.7370784]}",1.0
472,5d231e0ae0aeedf6e06cd9cc,40.7028474,-73.9906813,Discount Sports Tickets,"{'type': 'Point', 'coordinates': [-73.9906813, 40.7028474]}",1.0
473,5d231e0ae0aeedf6e06cdbe5,40.7028474,-73.9906813,Huge,"{'type': 'Point', 'coordinates': [-73.9906813, 40.7028474]}",10.0
474,5d231e0ae0aeedf6e06ce0a3,40.7028474,-73.9906813,OwnEnergy,"{'type': 'Point', 'coordinates': [-73.9906813, 40.7028474]}",1.0
475,5d231e0ae0aeedf6e06cbd4e,40.702847,-73.990681,Freeverse,"{'type': 'Point', 'coordinates': [-73.990681, 40.702847]}",1.0
476,5d231e0ae0aeedf6e06cddc9,40.726517,-74.032177,Simply Good Media,"{'type': 'Point', 'coordinates': [-74.032177, 40.726517]}",1.0
477,5d231e0ae0aeedf6e06cd1ca,40.726517,-74.032177,Mantara,"{'type': 'Point', 'coordinates': [-74.032177, 40.726517]}",1.0
478,5d231e0ae0aeedf6e06cba3c,40.702692,-73.989613,Pontiflex,"{'type': 'Point', 'coordinates': [-73.989613, 40.702692]}",1.0
479,5d231e0ae0aeedf6e06cceee,40.702692,-73.989613,gliider,"{'type': 'Point', 'coordinates': [-73.989613, 40.702692]}",1.0
480,5d231e0ae0aeedf6e06cc46b,40.775309,-73.983656,Producteev,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",1.0
481,5d231e0ae0aeedf6e06cc6d6,40.775309,-73.983656,Producteev,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",1.0
482,5d231e0ae0aeedf6e06cc524,40.708093,-74.01312,Briteclick,"{'type': 'Point', 'coordinates': [-74.01312, 40.708093]}",1.0
483,5d231e0ae0aeedf6e06cc790,40.708093,-74.01312,Briteclick,"{'type': 'Point', 'coordinates': [-74.01312, 40.708093]}",1.0
484,5d231e0ae0aeedf6e06cbf99,40.706271,-74.009242,Avature,"{'type': 'Point', 'coordinates': [-74.009242, 40.706271]}",1.0
485,5d231e0ae0aeedf6e06cb193,40.775537,-73.981709,OrganizedWisdom,"{'type': 'Point', 'coordinates': [-73.981709, 40.775537]}",1.0
486,5d231e0ae0aeedf6e06ce4f7,40.7071576,-74.0121632,Email Data Source,"{'type': 'Point', 'coordinates': [-74.0121632, 40.7071576]}",1.0
487,5d231e0ae0aeedf6e06cd907,40.7078343,-74.0136605,GameChanger Media,"{'type': 'Point', 'coordinates': [-74.0136605, 40.7078343]}",1.0
488,5d231e0ae0aeedf6e06cda7c,40.704708,-74.005997,amfAR,"{'type': 'Point', 'coordinates': [-74.005997, 40.704708]}",1.0
489,5d231e0ae0aeedf6e06cb716,40.7680901,-73.9566761,Dotsub,"{'type': 'Point', 'coordinates': [-73.9566761, 40.7680901]}",1.0
490,5d231e0ae0aeedf6e06cc544,40.768058,-73.956599,Kidos,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}",2.0
491,5d231e0ae0aeedf6e06cc7b0,40.768058,-73.956599,Kidos,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}",2.0
492,5d231e0ae0aeedf6e06cb63f,40.761979,-74.026033,Origin Digital,"{'type': 'Point', 'coordinates': [-74.026033, 40.761979]}",1.0
493,5d231e0ae0aeedf6e06cb5b5,40.706527,-74.011827,FixSor,"{'type': 'Point', 'coordinates': [-74.011827, 40.706527]}",1.0
494,5d231e0ae0aeedf6e06cb9af,40.706728,-74.012533,Fog Creek Software,"{'type': 'Point', 'coordinates': [-74.012533, 40.706728]}",1.0
495,5d231e0ae0aeedf6e06cc370,40.7481039,-74.0353787,Integrate,"{'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}",4.0
496,5d231e0ae0aeedf6e06cc5db,40.7481039,-74.0353787,Integrate,"{'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}",4.0
497,5d231e0ae0aeedf6e06cb103,40.705898,-74.011398,JumpTV,"{'type': 'Point', 'coordinates': [-74.011398, 40.705898]}",1.0
498,5d231e0ae0aeedf6e06cc9b1,40.768618,-73.956458,CREOpoint,"{'type': 'Point', 'coordinates': [-73.956458, 40.768618]}",1.0
499,5d231e0ae0aeedf6e06cc80b,40.777072,-73.987036,Meet Now Live,"{'type': 'Point', 'coordinates': [-73.987036, 40.777072]}",1.0
500,5d231e0ae0aeedf6e06cc012,40.705255,-74.010983,Junction Networks,"{'type': 'Point', 'coordinates': [-74.010983, 40.705255]}",2.0
501,5d231e0ae0aeedf6e06cc018,40.704213,-74.0082089,Airtag,"{'type': 'Point', 'coordinates': [-74.0082089, 40.704213]}",2.0
502,5d231e0ae0aeedf6e06cd015,40.7051551,-74.0115175,Shutterstock,"{'type': 'Point', 'coordinates': [-74.0115175, 40.7051551]}",1.0
503,5d231e0ae0aeedf6e06cd60b,40.7038257,-74.0083282,MyWealth,"{'type': 'Point', 'coordinates': [-74.0083282, 40.7038257]}",1.0
504,5d231e0ae0aeedf6e06cd5b6,40.726963,-74.035805,Comodo,"{'type': 'Point', 'coordinates': [-74.035805, 40.726963]}",6.0
505,5d231e0ae0aeedf6e06ccc28,40.705439,-74.012822,Elika Associates,"{'type': 'Point', 'coordinates': [-74.012822, 40.705439]}",1.0
506,5d231e0ae0aeedf6e06ccfdd,40.705439,-74.012822,SecondMarket,"{'type': 'Point', 'coordinates': [-74.012822, 40.705439]}",2.0
507,5d231e0ae0aeedf6e06cb8da,40.704622,-74.011546,MediaWhiz,"{'type': 'Point', 'coordinates': [-74.011546, 40.704622]}",1.0
508,5d231e0ae0aeedf6e06cd57c,40.7707439,-73.9569115,Executive Intermediary,"{'type': 'Point', 'coordinates': [-73.9569115, 40.7707439]}",1.0
509,5d231e0ae0aeedf6e06ccfcb,40.778635,-73.984438,Gawkk,"{'type': 'Point', 'coordinates': [-73.984438, 40.778635]}",1.0
510,5d231e0ae0aeedf6e06cc58e,40.747005,-74.039011,SuiteMatch,"{'type': 'Point', 'coordinates': [-74.039011, 40.747005]}",1.0
511,5d231e0ae0aeedf6e06cc7fa,40.747005,-74.039011,SuiteMatch,"{'type': 'Point', 'coordinates': [-74.039011, 40.747005]}",1.0
512,5d231e0ae0aeedf6e06cc880,40.747005,-74.039011,Alwayswater,"{'type': 'Point', 'coordinates': [-74.039011, 40.747005]}",1.0
513,5d231e0ae0aeedf6e06ccff9,40.7038704,-74.0138541,LeadVine,"{'type': 'Point', 'coordinates': [-74.0138541, 40.7038704]}",1.0
514,5d231e0ae0aeedf6e06ccac0,40.76945,-73.951865,CarZen,"{'type': 'Point', 'coordinates': [-73.951865, 40.76945]}",1.0
515,5d231e0ae0aeedf6e06cd43a,40.7421458,-73.9331566,Empire Rehearsal Studios,"{'type': 'Point', 'coordinates': [-73.9331566, 40.7421458]}",1.0
516,5d231e0ae0aeedf6e06cbe8c,40.769466,-73.950845,Sonibyte,"{'type': 'Point', 'coordinates': [-73.950845, 40.769466]}",1.0
517,5d231e0ae0aeedf6e06ce474,40.7029757,-74.0143524,Sword,"{'type': 'Point', 'coordinates': [-74.0143524, 40.7029757]}",1.0
518,5d231e0ae0aeedf6e06ce545,40.715887,-74.033251,Axon Solutions,"{'type': 'Point', 'coordinates': [-74.033251, 40.715887]}",1.0
519,5d231e0ae0aeedf6e06cbf8d,40.716438,-74.033872,Neocleus,"{'type': 'Point', 'coordinates': [-74.033872, 40.716438]}",1.0
520,5d231e0ae0aeedf6e06cc0b1,40.71644,-74.03392,Datapipe,"{'type': 'Point', 'coordinates': [-74.03392, 40.71644]}",1.0
521,5d231e0ae0aeedf6e06cdbb7,40.779959,-73.976151,Healogica,"{'type': 'Point', 'coordinates': [-73.976151, 40.779959]}",1.0
522,5d231e0ae0aeedf6e06cbb08,40.7717776,-73.9513502,WebVet,"{'type': 'Point', 'coordinates': [-73.9513502, 40.7717776]}",1.0
523,5d231e0ae0aeedf6e06cb243,40.781159,-73.978332,RayV,"{'type': 'Point', 'coordinates': [-73.978332, 40.781159]}",1.0
524,5d231e0ae0aeedf6e06cbb39,40.716144,-74.03507,Accoona,"{'type': 'Point', 'coordinates': [-74.03507, 40.716144]}",1.0
525,5d231e0ae0aeedf6e06cb391,40.694731,-73.983268,Etsy,"{'type': 'Point', 'coordinates': [-73.983268, 40.694731]}",1.0
